county,county_fips,state,county_population,health_service_area_number,health_service_area,health_service_area_population,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid_19_community_level,date_updated
Mingo County,54059,West Virginia,23424,13,"Pike, KY - Logan, WV",113319,1.9,13.2,38.42,Medium,2022-05-12T07:00:00Z
Wetzel County,54103,West Virginia,15065,24,"Belmont, OH - Ohio (Wheeling), WV",176258,3.9,9.1,219.05,Medium,2022-08-18T07:00:00Z
Fulton County,05049,Arkansas,12477,574,"Howell, MO - Independence, AR",152691,0.3,0,0,Low,2022-05-05T07:00:00Z
Allegheny County,42003,Pennsylvania,1216045,42,"Allegheny (Pittsburgh), PA - Westmoreland, PA",2065534,4.6,10.7,233.96,High,2022-08-18T07:00:00Z
Fluvanna County,51065,Virginia,27270,99,"Albemarle, VA - Charlottesville City, VA",383641,3.7,11.7,282.36,High,2022-05-26T07:00:00Z
Pend Oreille County,53051,Washington,13724,698,"Spokane (Spokane), WA - Stevens, WA",620794,6.2,12.7,80.15,Medium,2022-07-28T07:00:00Z
Hodgeman County,20083,Kansas,1794,551,"Ford, KS - Gray, KS",47428,4.9,12.7,55.74,Medium,2022-02-24T07:00:00Z
Wheeler County,13309,Georgia,7855,206,"Laurens, GA - Toombs, GA",144412,1.9,3.5,25.46,Low,2022-03-24T07:00:00Z
McDowell County,54047,West Virginia,17624,39,"Mercer, WV - Tazewell, VA",144261,6.2,14.6,533.36,High,2022-08-04T07:00:00Z
Dillingham Census Area,02070,Alaska,4916,820,"Anchorage (Anchorage), AK - Matanuska-Susitna Borough, AK",547697,2.3,6.8,40.68,Low,2022-06-02T07:00:00Z
Covington City,51580,Virginia,5538,30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",72482,2.8,12.4,216.68,High,2022-07-07T07:00:00Z
Pinellas County,12103,Florida,974996,227,"Hillsborough (Tampa), FL - Pinellas, FL",3194831,1.5,5.9,100.1,Low,2022-05-05T07:00:00Z
Comanche County,40031,Oklahoma,120749,493,"Comanche (Lawton), OK - Kiowa, OK",142373,0.3,2.1,33.95,Low,2022-06-09T07:00:00Z
Hampshire County,25015,Massachusetts,160830,32,"Hampden (Springfield), MA - Hampshire, MA",627202,4.2,6.7,54.72,Low,2022-07-14T07:00:00Z
Marshall County,01095,Alabama,96774,224,"Etowah (Gadsden), AL - Marshall, AL",296751,1.1,1.3,25.83,Low,2022-03-24T07:00:00Z
Dodge County,31053,Nebraska,36565,542,"Douglas (Omaha), NE - Sarpy, NE",889657,3.9,5.6,128.54,Low,2022-06-16T07:00:00Z
Isle of Wight County,51093,Virginia,37109,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,3.8,10.5,167.08,Medium,2022-06-16T07:00:00Z
Cleveland County,40027,Oklahoma,284014,430,"Cleveland (Norman), OK - McClain, OK",366272,1.2,4.4,122.88,Low,2022-06-09T07:00:00Z
Deaf Smith County,48117,Texas,18546,491,"Deaf Smith, TX - Parmer, TX",28151,0,0,10.78,Low,2022-05-19T07:00:00Z
Jackson County,19097,Iowa,19439,302,"Dubuque (Dubuque), IA - Stephenson, IL",182483,1.5,4.9,2361.23,Medium,2022-03-10T07:00:00Z
Rio Blanco County,08103,Colorado,6324,711,"Mesa, CO - Garfield, CO",303243,4.9,12.2,253,High,2022-03-03T07:00:00Z
Bremer County,19017,Iowa,25062,557,"Black Hawk (Waterloo), IA - Bremer, IA",223786,1.1,3.1,19.95,Low,2022-03-31T07:00:00Z
Giles County,51071,Virginia,16720,70,"Montgomery, VA - Pulaski, VA",196215,6.3,8.7,113.64,Low,2022-03-17T07:00:00Z
Erie County,36029,New York,918702,54,"Erie (Buffalo), NY - Monroe, NY",2070158,7.6,12.6,114.62,Medium,2022-06-09T07:00:00Z
Wayne County,21231,Kentucky,20333,37,"Pulaski, KY - Wayne, KY",102543,0.9,2.9,98.36,Low,2022-06-30T07:00:00Z
Hoonah-Angoon Census Area,02105,Alaska,2148,818,"Juneau City and Borough, AK - Sitka City and Borough, AK",46907,1.4,2.1,744.88,Medium,2022-03-17T07:00:00Z
Nevada County,06057,California,99755,753,"Nevada, CA - Sierra, CA",102760,7.5,9.7,268.66,Medium,2022-07-07T07:00:00Z
Medina County,48325,Texas,51584,410,"Bexar (San Antonio), TX - Guadalupe, TX",2455997,3.5,13.4,188.04,Medium,2022-07-07T07:00:00Z
Minidoka County,16067,Idaho,21039,730,"Cassia, ID - Minidoka, ID",45069,5.8,15.5,175.86,Medium,2022-07-14T07:00:00Z
Stone County,28131,Mississippi,18336,456,"Harrison (Biloxi), MS - Hancock, MS",274048,5.2,10.6,545.38,High,2022-08-18T07:00:00Z
Hancock County,47067,Tennessee,6620,217,"Hamblen (Morristown), TN - Jefferson, TN",149369,1.9,2,151.06,Low,2022-05-19T07:00:00Z
Glades County,12043,Florida,13811,165,"Lee (Cape Coral), FL - Collier, FL",1211312,1,3.3,7.24,Low,2022-04-14T07:00:00Z
Gilchrist County,12041,Florida,18582,159,"Alachua (Gainesville), FL - Columbia, FL",528345,6.6,31.2,247.55,High,2022-08-25T07:00:00Z
Cherokee County,01019,Alabama,26196,224,"Etowah (Gadsden), AL - Marshall, AL",296751,4.6,15.2,202.32,High,2022-08-11T07:00:00Z
Lafayette Parish,22055,Louisiana,244390,424,"Lafayette (Lafayette), LA - Iberia, LA",489207,0.3,0.4,92.48,Low,2022-04-21T07:00:00Z
Grundy County,17063,Illinois,51054,303,"Will (Joliet), IL - Grundy, IL",741797,6.5,11.9,274.22,High,2022-09-01T07:00:00Z
Muskegon County,26121,Michigan,173566,296,"Muskegon (Muskegon), MI - Newaygo, MI",278157,4.5,6.8,176.3,Low,2022-08-18T07:00:00Z
Camuy Muni,72027,Puerto Rico,30504,904,Puerto Rico,3193694,3.7,6.1,645.82,Medium,2022-07-21T07:00:00Z
Essex County,36031,New York,36885,81,"Clinton, NY - Franklin, NY",167392,9.3,10.2,176.22,Medium,2022-04-28T07:00:00Z
Lewis County,47101,Tennessee,12268,208,"Maury, TN - Giles, TN",172494,5.0,7.5,611.35,Medium,2022-08-25T07:00:00Z
Dundy County,31057,Nebraska,1693,654,"Chase, NE - Dundy, NE",6539,2.1,15.3,177.2,Medium,2022-08-11T07:00:00Z
Cabarrus County,37025,North Carolina,216453,235,"Cabarrus (Concord), NC - Rowan, NC",421347,6.2,11.4,322.47,High,2022-07-28T07:00:00Z
Río Grande Muni,72119,Puerto Rico,48025,904,Puerto Rico,3193694,3.8,9.5,433.11,Medium,2022-08-04T07:00:00Z
Delta County,26041,Michigan,35784,293,"Marquette, MI - Delta, MI",125914,3.1,8.7,187.23,Low,2022-06-30T07:00:00Z
Richmond County,51159,Virginia,9023,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,6.8,12.7,132.99,Medium,2022-02-24T07:00:00Z
Lake County,27075,Minnesota,10641,289,"St. Louis (Duluth), MN - Itasca, MN",381133,1.7,1.8,18.8,Low,2022-04-07T07:00:00Z
St. Joseph County,18141,Indiana,271826,312,"St. Joseph (South Bend), IN - Marshall, IN",350411,2.5,6.8,171.07,Low,2022-05-26T07:00:00Z
Alleghany County,37005,North Carolina,11137,73,"Carroll, VA - Grayson, VA",62825,3.5,12.7,26.94,Medium,2022-03-10T07:00:00Z
Roger Mills County,40129,Oklahoma,3583,440,"Beckham, OK - Roger Mills, OK",25442,0.7,7.9,0,Low,2022-06-09T07:00:00Z
Scott County,20171,Kansas,4823,575,"Finney, KS - Scott, KS",53170,1.2,3.8,435.41,Medium,2022-06-30T07:00:00Z
Price County,55099,Wisconsin,13351,357,"Ashland, WI - Sawyer, WI",60507,3.6,3.3,44.94,Low,2022-05-05T07:00:00Z
Hitchcock County,31087,Nebraska,2762,613,"Red Willow, NE - Decatur, KS",18834,0,0,0,Low,2022-03-31T07:00:00Z
Spencer County,21215,Kentucky,19351,272,"Jefferson (Louisville), KY - Bullitt, KY",1077334,2.9,6.7,191.2,Low,2022-06-30T07:00:00Z
Jefferson County,47089,Tennessee,54495,217,"Hamblen (Morristown), TN - Jefferson, TN",149369,13.6,8.7,183.5,Medium,2022-03-03T07:00:00Z
Jefferson County,13163,Georgia,15362,250,"Washington, GA - Jefferson, GA",35736,0,0,279.91,Medium,2022-08-11T07:00:00Z
Greensville County,51081,Virginia,11336,130,"Brunswick, VA - Greensville, VA",32913,0.7,6.1,141.14,Low,2022-07-07T07:00:00Z
Page County,51139,Virginia,23902,63,"Rockingham, VA - Harrisonburg City, VA",165835,3.3,5.4,133.88,Low,2022-07-21T07:00:00Z
Warren County,34041,New Jersey,105267,93,"Hunterdon, NJ - Warren (Phillipsburg), NJ",229638,1.9,7.8,250.79,Medium,2022-05-12T07:00:00Z
Newton County,48351,Texas,13595,413,"Jefferson (Beaumont), TX - Orange, TX",463359,0.5,1.7,7.36,Low,2022-05-05T07:00:00Z
Monroe County,29137,Missouri,8644,666,"Audrain, MO - Montgomery, MO",45583,NA,0,46.27,Low,2022-06-09T07:00:00Z
Clay County,28025,Mississippi,19316,461,"Lowndes, MS - Clay, MS",102133,0.7,1,10.35,Low,2022-04-07T07:00:00Z
Fayette County,54019,West Virginia,42406,60,"Raleigh, WV - Fayette, WV",148734,7.2,18.2,252.32,High,2022-07-07T07:00:00Z
Lake County,12069,Florida,367118,142,"Orange (Orlando), FL - Volusia, FL",3033181,2.2,6.6,131.57,Low,2022-05-12T07:00:00Z
Wayne County,31179,Nebraska,9385,577,"Madison, NE - Wayne, NE",63850,2.4,1.6,21.31,Low,2022-04-28T07:00:00Z
Mason County,53045,Washington,66768,758,"Thurston (Olympia), WA - Lewis, WA",535543,3.5,5.8,155.76,Low,2022-05-19T07:00:00Z
Monroe County,01099,Alabama,20733,161,"Mobile (Mobile), AL - Baldwin, AL",697125,3.7,15.1,289.39,High,2022-09-01T07:00:00Z
Plaquemines Parish,22075,Louisiana,23197,403,"Orleans (New Orleans), LA - Jefferson, LA",1010111,0.4,1.5,12.93,Low,2022-03-31T07:00:00Z
Craig County,40035,Oklahoma,14142,414,"Tulsa (Tulsa), OK - Rogers, OK",901902,0.8,2.3,28.28,Low,2022-04-21T07:00:00Z
Roosevelt County,35041,New Mexico,18500,725,"Curry, NM - Roosevelt, NM",77455,1.4,7.7,351.35,Medium,2022-08-25T07:00:00Z
Butts County,13035,Georgia,24936,204,"Spalding (Griffin), GA - Butts, GA",91639,1,3.3,36.09,Low,2022-04-28T07:00:00Z
Toa Alta Muni,72135,Puerto Rico,72025,904,Puerto Rico,3193694,3.8,9.1,701.15,Medium,2022-06-09T07:00:00Z
Wayne County,26163,Michigan,1749343,274,"Wayne (Detroit), MI - Oakland, MI",4440495,4.8,13.3,280.51,High,2022-08-18T07:00:00Z
San Francisco County,06075,California,881549,757,"San Francisco (San Francisco), CA - San Mateo, CA",1648122,2,3.6,198.63,Low,2022-04-28T07:00:00Z
Crawford County,55023,Wisconsin,16131,350,"Clayton, IA - Delaware, IA",50691,1,7.9,61.99,Low,2022-03-24T07:00:00Z
Morgan County,29141,Missouri,20627,656,"Pettis, MO - Saline, MO",105170,6.6,1.9,63.02,Low,2022-03-03T07:00:00Z
Montgomery County,48339,Texas,607391,408,"Harris (Houston), TX - Fort Bend, TX",6378597,5.2,12.8,220.78,High,2022-06-23T07:00:00Z
Madison County,13195,Georgia,29880,164,"Clarke (Athens), GA - Barrow, GA",407567,2,3.2,73.63,Low,2022-06-09T07:00:00Z
Lassen County,06035,California,30573,780,"Lassen, CA - Plumas, CA",49380,1.4,8.1,222.42,Medium,2022-07-28T07:00:00Z
Green County,55045,Wisconsin,36960,326,"Rock (Janesville), WI - Green, WI",216979,3,4.6,91.99,Low,2022-03-10T07:00:00Z
Union County,46127,South Dakota,15932,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD",335949,5.6,17.9,56.49,Medium,2022-08-11T07:00:00Z
Seminole County,13253,Georgia,8090,228,"Decatur, GA - Seminole, GA",40212,0.7,0,98.89,Low,2022-03-10T07:00:00Z
Missoula County,30063,Montana,119600,713,"Missoula, MT - Ravalli, MT",213753,0.5,4.7,69.4,Low,2022-04-21T07:00:00Z
Mifflin County,42087,Pennsylvania,46138,110,"Mifflin, PA - Huntingdon, PA",116045,2.7,1.7,32.51,Low,2022-05-05T07:00:00Z
Bourbon County,21017,Kentucky,19788,102,"Bourbon (Paris), KY - Nicholas, KY",27057,2.9,7.4,75.8,Low,2022-03-17T07:00:00Z
Cass County,17017,Illinois,12147,318,"Sangamon (Springfield), IL - Christian, IL",322965,1.3,2.8,90.56,Low,2022-05-12T07:00:00Z
Kenedy County,48261,Texas,404,437,"Nueces (Corpus Christi), TX - San Patricio, TX",554557,7.9,13.5,0.0,Medium,2022-08-25T07:00:00Z
Schuyler County,17169,Illinois,6768,318,"Sangamon (Springfield), IL - Christian, IL",322965,2.8,10.8,132.98,Medium,2022-06-02T07:00:00Z
Boulder County,08013,Colorado,326196,795,"Boulder, CO - Broomfield, CO",396661,2.8,4.3,105.46,Low,2022-03-10T07:00:00Z
Garfield County,30033,Montana,1258,714,"Custer, MT - Fallon, MT",19517,1,35.9,79.49,High,2022-06-23T07:00:00Z
Park County,56029,Wyoming,29194,749,"Park, WY - Big Horn, WY",40984,1.3,4.9,61.66,Low,2022-08-25T07:00:00Z
Bibb County,01007,Alabama,22394,150,"Jefferson (Birmingham), AL - Shelby, AL",1237724,2.1,6.9,40.19,Low,2022-03-17T07:00:00Z
Hand County,46059,South Dakota,3191,600,"Beadle, SD - Hand, SD",24958,1.5,8.0,62.68,Low,2022-08-25T07:00:00Z
Lawrence County,46081,South Dakota,25844,586,"Campbell, WY - Lawrence, SD",79769,0,0,19.35,Low,2022-03-31T07:00:00Z
Mason County,17125,Illinois,13359,277,"Peoria (Peoria), IL - Tazewell, IL",370119,2.7,13.5,172.17,Medium,2022-06-23T07:00:00Z
Putnam County,54079,West Virginia,56450,7,"Kanawha (Charleston), WV - Putnam, WV",297149,1.9,2.4,44.29,Low,2022-04-14T07:00:00Z
Upshur County,48459,Texas,41753,454,"Gregg (Longview), TX - Rusk, TX",243298,0.3,2.5,4.79,Low,2022-05-19T07:00:00Z
Emery County,49015,Utah,10012,809,"Carbon, UT - Emery, UT",30475,2.7,9.8,199.76,Low,2022-08-04T07:00:00Z
Steuben County,36101,New York,95379,65,"Steuben, NY - Chemung (Elmira), NY",196642,4.1,10.2,101.7,Medium,2022-08-25T07:00:00Z
Hinsdale County,08053,Colorado,820,761,"Montrose, CO - Delta, CO",105333,1.1,0.9,121.95,Low,2022-05-12T07:00:00Z
Yazoo County,28163,Mississippi,29690,533,"Yazoo, MS",29690,2.9,0,50.52,Low,2022-03-03T07:00:00Z
Wilbarger County,48487,Texas,12769,458,"Wilbarger, TX - Hardeman, TX",17857,0,0,39.16,Low,2022-03-17T07:00:00Z
Pickaway County,39129,Ohio,58457,281,"Franklin (Columbus), OH - Delaware, OH",1657646,2.2,6.8,126.59,Low,2022-06-02T07:00:00Z
Pottawatomie County,20149,Kansas,24383,554,"Shawnee (Topeka), KS - Riley, KS",350379,6.4,14.6,139.44,Medium,2022-03-03T07:00:00Z
McCone County,30055,Montana,1664,767,"Richland, MT - Dawson, MT",22049,2.5,45.4,0,High,2022-03-24T07:00:00Z
Quebradillas Muni,72115,Puerto Rico,22918,904,Puerto Rico,3193694,3.9,8,824.68,Medium,2022-05-26T07:00:00Z
Winnebago County,55139,Wisconsin,171907,306,"Winnebago (Oshkosh), WI - Fond du Lac, WI",406505,8.3,6.1,83.77,Low,2022-03-03T07:00:00Z
Iron County,26071,Michigan,11066,315,"Marinette, WI - Dickinson, MI",103730,5.6,6.7,641.6,Medium,2022-08-25T07:00:00Z
Lake County,39085,Ohio,230149,288,"Cuyahoga (Cleveland), OH - Lake, OH",1656111,2.9,9.8,127.74,Low,2022-06-16T07:00:00Z
Tipton County,18159,Indiana,15148,364,"Howard (Kokomo), IN - Cass, IN",135381,1.4,5.2,72.62,Low,2022-06-09T07:00:00Z
San Lorenzo Muni,72129,Puerto Rico,35989,904,Puerto Rico,3193694,0.6,0.9,30.56,Low,2022-03-10T07:00:00Z
Cassia County,16031,Idaho,24030,730,"Cassia, ID - Minidoka, ID",45069,2.1,0,149.81,Low,2022-03-24T07:00:00Z
Ouachita County,05103,Arkansas,23382,496,"Ouachita, AR - Dallas, AR",30391,1,6.6,188.18,Low,2022-06-23T07:00:00Z
Onslow County,37133,North Carolina,197938,242,"Onslow, NC - Craven, NC",391695,4.1,8.9,216.73,Medium,2022-06-02T07:00:00Z
Beckham County,40009,Oklahoma,21859,440,"Beckham, OK - Roger Mills, OK",25442,2.9,15.7,265.34,High,2022-07-21T07:00:00Z
Chouteau County,30015,Montana,5635,692,"Cascade (Great Falls), MT - Glacier, MT",119555,2.9,20.9,195.21,High,2022-08-18T07:00:00Z
Garfield County,31071,Nebraska,1969,594,"Custer, NE - Valley, NE",20286,4.2,24.6,50.79,High,2022-08-11T07:00:00Z
Kendall County,48259,Texas,47431,410,"Bexar (San Antonio), TX - Guadalupe, TX",2455997,6.2,12.2,153.91,Medium,2022-03-03T07:00:00Z
Bourbon County,20011,Kansas,14534,630,"Crawford, KS - Bourbon, KS",63055,2,3.2,137.61,Low,2022-06-23T07:00:00Z
Marion County,13197,Georgia,8359,166,"Muscogee (Columbus), GA - Russell, AL",328912,4.5,3,35.89,Low,2022-03-31T07:00:00Z
Washington County,41067,Oregon,601592,689,"Multnomah (Portland), OR - Washington, OR",2528534,3.8,3,25.27,Low,2022-03-24T07:00:00Z
Musselshell County,30065,Montana,4633,691,"Yellowstone (Billings), MT - Big Horn, MT",210073,4.5,28.1,172.67,High,2022-08-11T07:00:00Z
Orange County,50017,Vermont,28892,15,"Grafton, NH - Washington, VT",275395,3.5,8,128.06,Low,2022-06-09T07:00:00Z
San Lorenzo Muni,72129,Puerto Rico,35989,904,Puerto Rico,3193694,3.8,9.1,794.69,Medium,2022-06-09T07:00:00Z
Harmon County,40057,Oklahoma,2653,483,"Jackson, OK - Greer, OK",32895,1,6.1,603.09,Medium,2022-08-04T07:00:00Z
Randolph County,18135,Indiana,24665,323,"Delaware (Muncie), IN - Randolph, IN",150558,2.2,7.3,125.68,Low,2022-06-09T07:00:00Z
Stark County,17175,Illinois,5342,307,"Rock Island (Moline), IL - Henry, IL",211571,2.4,5.2,168.48,Low,2022-08-11T07:00:00Z
Lincoln County,40081,Oklahoma,34877,417,"Oklahoma (Oklahoma City), OK - Canadian, OK",1101220,4.3,13.7,263.78,High,2022-07-21T07:00:00Z
Delaware County,36025,New York,44135,58,"Otsego, NY - Chenango, NY",181834,4.1,8.8,97.43,Low,2022-08-25T07:00:00Z
Washington County,27163,Minnesota,262440,286,"Ramsey (St. Paul), MN - Dakota, MN",1342144,5.9,8.9,173.75,Low,2022-07-28T07:00:00Z
Stevens County,53065,Washington,45723,698,"Spokane (Spokane), WA - Stevens, WA",620794,1.6,5.2,67.8,Low,2022-05-05T07:00:00Z
Aguada Muni,72003,Puerto Rico,36694,904,Puerto Rico,3193694,4.3,8.9,700.39,Medium,2022-06-16T07:00:00Z
Camden County,37029,North Carolina,10867,264,"Pasquotank, NC - Dare, NC",101163,0.5,2,46.01,Low,2022-05-05T07:00:00Z
San Joaquin County,06077,California,762148,750,"San Joaquin (Stockton), CA - Calaveras, CA",847805,6.5,13.3,272.26,High,2022-06-30T07:00:00Z
Montgomery County,51121,Virginia,98535,70,"Montgomery, VA - Pulaski, VA",196215,4.2,2.5,74.09,Low,2022-03-24T07:00:00Z
Scott County,21209,Kentucky,57004,18,"Fayette (Lexington-Fayette), KY - Jessamine, KY",591673,3.2,12.7,199.99,Medium,2022-06-09T07:00:00Z
Etowah County,01055,Alabama,102268,224,"Etowah (Gadsden), AL - Marshall, AL",296751,4.6,5.4,33.25,Low,2022-03-10T07:00:00Z
Edgefield County,45037,South Carolina,27260,152,"Richmond (South Augusta), GA - Aiken, SC",648284,5.4,12,0,Medium,2022-08-04T07:00:00Z
Craighead County,05031,Arkansas,110332,571,"Craighead, AR - Greene, AR",257231,5.5,16.3,336.26,High,2022-08-04T07:00:00Z
Russell County,20167,Kansas,6856,667,"Russell, KS",6856,0,0,14.59,Low,2022-03-17T07:00:00Z
Perry County,39127,Ohio,36134,377,"Muskingum, OH - Guernsey, OH",226756,4.1,5.7,160.51,Low,2022-06-16T07:00:00Z
Boone County,18011,Indiana,67843,401,"Boone, IN",67843,7.7,8.8,123.82,Low,2022-02-24T07:00:00Z
Monroe County,54063,West Virginia,13275,30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",72482,1.1,4.1,105.46,Low,2022-04-28T07:00:00Z
Brown County,39015,Ohio,43432,270,"Hamilton (Cincinnati), OH - Butler, OH",1735525,2.6,6.1,92.1,Low,2022-06-02T07:00:00Z
Day County,46037,South Dakota,5424,572,"Brown, SD - Spink, SD",64081,1.7,9.4,36.87,Low,2022-06-30T07:00:00Z
Grundy County,29079,Missouri,9850,683,"Grundy, MO - Mercer, MO",13467,2.9,0.0,243.65,Medium,2022-08-25T07:00:00Z
Greene County,39057,Ohio,168937,295,"Montgomery (Dayton), OH - Greene, OH",792619,4.1,17.5,235.0,High,2022-08-25T07:00:00Z
Newport News City,51700,Virginia,179225,5,"Newport News City, VA - Hampton City, VA",531945,0.7,3.4,93.74,Low,2022-04-28T07:00:00Z
Hempstead County,05057,Arkansas,21532,404,"Bowie (Texarkana), TX - Miller, AR",248210,3.2,5.6,116.11,Low,2022-08-18T07:00:00Z
Custer County,30017,Montana,11402,714,"Custer, MT - Fallon, MT",19517,0,0,17.54,Low,2022-05-05T07:00:00Z
Morgan County,47129,Tennessee,21403,226,"Anderson (Oak Ridge), TN - Roane, TN",224772,2.3,3.6,93.44,Low,2022-06-16T07:00:00Z
White County,18181,Indiana,24102,300,"Tippecanoe (Lafayette), IN - Clinton, IN",281238,6.6,16.0,319.48,High,2022-09-01T07:00:00Z
Barnwell County,45011,South Carolina,20866,152,"Richmond (South Augusta), GA - Aiken, SC",648284,2,3.9,57.51,Low,2022-05-26T07:00:00Z
Kidder County,38043,North Dakota,2480,543,"Burleigh (Bismarck), ND - Morton, ND",157852,3.7,17.7,120.97,Medium,2022-07-21T07:00:00Z
Boundary County,16021,Idaho,12245,734,"Kootenai, ID - Bonner, ID",245861,5.9,7.3,89.83,Low,2022-08-25T07:00:00Z
Willacy County,48489,Texas,21358,520,"Cameron (Brownsville), TX - Willacy, TX",444521,1.8,1.8,131.1,Low,2022-05-26T07:00:00Z
Vance County,37181,North Carolina,44535,170,"Durham (Durham), NC - Granville, NC",485687,6.6,16.3,377.23,High,2022-07-28T07:00:00Z
Greene County,18055,Indiana,31922,341,"Monroe (Bloomington), IN - Greene, IN",216244,4.7,6.9,87.71,Low,2022-05-26T07:00:00Z
Somervell County,48425,Texas,9128,434,"Tarrant (Fort Worth), TX - Johnson, TX",2491981,0.8,2,10.96,Low,2022-04-21T07:00:00Z
Ferry County,53019,Washington,7627,698,"Spokane (Spokane), WA - Stevens, WA",620794,1.6,6.6,39.33,Low,2022-05-12T07:00:00Z
Isle of Wight County,51093,Virginia,37109,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,1.4,3.2,80.84,Low,2022-05-12T07:00:00Z
Orange County,06059,California,3175692,723,"Los Angeles (Los Angeles), CA - Orange, CA",13214799,2.3,4.5,205.66,Medium,2022-05-26T07:00:00Z
Los Angeles County,06037,California,10039107,723,"Los Angeles (Los Angeles), CA - Orange, CA",13214799,4.2,8.3,325.94,Medium,2022-06-30T07:00:00Z
Spotsylvania County,51177,Virginia,136215,135,"Stafford, VA - Spotsylvania, VA",375694,7.4,5.9,137.28,Low,2022-03-10T07:00:00Z
St. Lawrence County,36089,New York,107740,80,"St. Lawrence, NY - Jefferson, NY",243870,3.1,9.4,103.03,Low,2022-08-04T07:00:00Z
Dickey County,38021,North Dakota,4872,680,"Dickey, ND - LaMoure, ND",8918,0,0,123.15,Low,2022-07-07T07:00:00Z
Lake County,12069,Florida,367118,142,"Orange (Orlando), FL - Volusia, FL",3033181,1.6,3.4,45.76,Low,2022-03-31T07:00:00Z
Osage County,29151,Missouri,13615,581,"Cole, MO - Callaway, MO",224177,1.1,1.3,51.41,Low,2022-05-12T07:00:00Z
Richland County,55103,Wisconsin,17252,301,"Dane (Madison), WI - Sauk, WI",776612,5,9,278.23,Medium,2022-08-18T07:00:00Z
Dimmit County,48127,Texas,10124,531,"Dimmit, TX",10124,1.1,29.6,128.41,High,2022-08-25T07:00:00Z
Decatur County,13087,Georgia,26404,228,"Decatur, GA - Seminole, GA",40212,0,0,15.15,Low,2022-05-26T07:00:00Z
Lehigh County,42077,Pennsylvania,369318,84,"Lehigh (Allentown), PA - Northampton, PA",909056,2.2,13.1,158.4,Medium,2022-08-25T07:00:00Z
Saluda County,45081,South Carolina,20473,187,"Laurens, SC - Greenwood, SC",192767,3.7,9.9,63.5,Low,2022-07-07T07:00:00Z
Elliott County,21063,Kentucky,7517,67,"Rowan, KY - Morgan, KY",51775,1.2,7.7,66.52,Low,2022-05-19T07:00:00Z
Dougherty County,13095,Georgia,87956,144,"Dougherty (Albany), GA - Lee, GA",175755,3.9,8,306.97,Medium,2022-06-30T07:00:00Z
Saguache County,08109,Colorado,6824,731,"Alamosa, CO - Rio Grande, CO",47185,3.1,8.5,0,Low,2022-04-07T07:00:00Z
Burke County,13033,Georgia,22383,152,"Richmond (South Augusta), GA - Aiken, SC",648284,4.8,3.4,17.87,Low,2022-03-10T07:00:00Z
Orange County,06059,California,3175692,723,"Los Angeles (Los Angeles), CA - Orange, CA",13214799,2.5,3.3,63.1,Low,2022-03-24T07:00:00Z
Fayette County,17051,Illinois,21336,363,"Effingham, IL - Fayette, IL",55344,4.4,5.4,51.56,Low,2022-03-10T07:00:00Z
Boone County,21015,Kentucky,133581,2,"Kenton (Covington), KY - Campbell, KY",442691,4.2,3.6,139.99,Low,2022-06-09T07:00:00Z
Garfield County,40047,Oklahoma,61056,429,"Garfield (Enid), OK - Kingfisher, OK",112707,0,0,4.91,Low,2022-04-14T07:00:00Z
Winneshiek County,19191,Iowa,19991,395,"Winneshiek, IA",19991,0,0,15.01,Low,2022-03-24T07:00:00Z
Monroe County,36055,New York,741770,54,"Erie (Buffalo), NY - Monroe, NY",2070158,3.9,9.9,89.92,Low,2022-07-14T07:00:00Z
Finney County,20055,Kansas,36467,575,"Finney, KS - Scott, KS",53170,0.8,1.9,230.35,Medium,2022-09-01T07:00:00Z
Nevada County,06057,California,99755,753,"Nevada, CA - Sierra, CA",102760,10.2,8.8,206.51,High,2022-07-21T07:00:00Z
Prince George's County,24033,Maryland,909327,61,"Montgomery, MD - Prince Georges, MD",2942531,1.7,1.4,25.51,Low,2022-03-31T07:00:00Z
Jennings County,18079,Indiana,27735,313,"Bartholomew, IN - Jackson, IN",182304,5.9,18.7,310.08,High,2022-08-25T07:00:00Z
Kent County,44003,Rhode Island,164292,20,"Providence (Providence), RI - New London, CT",1242485,3,5.2,98,Low,2022-04-28T07:00:00Z
Crawford County,29055,Missouri,23920,581,"Cole, MO - Callaway, MO",224177,7.8,4.9,37.63,Low,2022-03-10T07:00:00Z
Boone County,29019,Missouri,180463,553,"Boone (Columbia), MO - Randolph, MO",261394,3.2,12.6,210.02,High,2022-06-30T07:00:00Z
Lincoln County,47103,Tennessee,34366,210,"Madison (Huntsville), AL - Limestone, AL",557816,7.4,27.2,133.85,High,2022-08-18T07:00:00Z
Renville County,27129,Minnesota,14548,602,"Brown, MN - Renville, MN",54726,4.9,12.8,323.07,High,2022-07-14T07:00:00Z
Halifax County,51083,Virginia,33911,71,"Halifax with South Boston City, VA - Mecklenburg, VA",76694,6.5,19.6,294.89,High,2022-07-21T07:00:00Z
